m,TagName,
"2017-08-01 00:00:00","c++","4809"
"2017-08-01 00:00:00","javascript","21409"
"2017-08-01 00:00:00","ruby","1395"
"2017-08-01 00:00:00","perl","368"
"2017-08-01 00:00:00","swift","4199"
"2017-08-01 00:00:00","r","4582"
"2017-08-01 00:00:00","php","11727"
"2017-09-01 00:00:00","assembly","228"
"2017-09-01 00:00:00","c#","9933"
"2017-09-01 00:00:00","c","2108"
"2017-09-01 00:00:00","python","15485"
"2017-09-01 00:00:00","java","12800"
"2017-09-01 00:00:00","delphi","263"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4487"
"2017-09-01 00:00:00","perl","318"
"2017-09-01 00:00:00","javascript","19041"
"2017-09-01 00:00:00","r","4235"
"2017-09-01 00:00:00","ruby","1224"
"2017-09-01 00:00:00","php","10761"
"2017-09-01 00:00:00","swift","3789"
"2017-10-01 00:00:00","javascript","19923"
"2017-10-01 00:00:00","c","2797"
"2017-10-01 00:00:00","c#","10280"
"2017-10-01 00:00:00","php","10895"
"2017-10-01 00:00:00","delphi","222"
"2017-10-01 00:00:00","assembly","334"
"2017-10-01 00:00:00","go","619"
"2017-10-01 00:00:00","python","17002"
"2017-10-01 00:00:00","java","14051"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5238"
"2017-10-01 00:00:00","r","4552"
"2017-10-01 00:00:00","perl","343"
"2017-10-01 00:00:00","swift","3913"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","java","14242"
"2017-11-01 00:00:00","r","4531"
"2017-11-01 00:00:00","php","10668"
"2017-11-01 00:00:00","assembly","387"
"2017-11-01 00:00:00","c","2965"
"2017-11-01 00:00:00","perl","280"
"2017-11-01 00:00:00","c#","9855"
"2017-11-01 00:00:00","python","17038"
"2017-11-01 00:00:00","javascript","19457"
"2017-11-01 00:00:00","c++","5053"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1178"
"2017-11-01 00:00:00","swift","3681"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4472"
"2017-12-01 00:00:00","c#","8658"
"2017-12-01 00:00:00","java","12023"
"2017-12-01 00:00:00","delphi","188"
"2017-12-01 00:00:00","javascript","17022"
"2017-12-01 00:00:00","go","530"
"2017-12-01 00:00:00","c","2203"
"2017-12-01 00:00:00","php","9215"
"2017-12-01 00:00:00","ruby","1023"
"2017-12-01 00:00:00","perl","248"
"2017-12-01 00:00:00","swift","3218"
"2017-12-01 00:00:00","python","15004"
"2017-12-01 00:00:00","r","3723"
"2018-01-01 00:00:00","python","16302"
"2018-01-01 00:00:00","assembly","255"
"2018-01-01 00:00:00","java","12391"
"2018-01-01 00:00:00","javascript","18986"
"2018-01-01 00:00:00","c#","9455"
"2018-01-01 00:00:00","c","2231"
"2018-01-01 00:00:00","c++","4776"
"2018-01-01 00:00:00","ruby","1165"
"2018-01-01 00:00:00","swift","3763"
"2018-01-01 00:00:00","perl","253"
"2018-01-01 00:00:00","delphi","194"
"2018-01-01 00:00:00","php","10209"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4209"
"2018-02-01 00:00:00","java","12084"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","assembly","282"
"2018-02-01 00:00:00","c#","8633"
"2018-02-01 00:00:00","c","2154"
"2018-02-01 00:00:00","python","16389"
"2018-02-01 00:00:00","go","584"
"2018-02-01 00:00:00","c++","4591"
"2018-02-01 00:00:00","javascript","17271"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","244"
"2018-02-01 00:00:00","swift","3420"
"2018-02-01 00:00:00","r","4517"
"2018-02-01 00:00:00","php","9217"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19204"
"2018-03-01 00:00:00","c#","9855"
"2018-03-01 00:00:00","c","2483"
"2018-03-01 00:00:00","python","17965"
"2018-03-01 00:00:00","c++","5213"
"2018-03-01 00:00:00","delphi","216"
"2018-03-01 00:00:00","go","613"
"2018-03-01 00:00:00","perl","302"
"2018-03-01 00:00:00","ruby","1064"
"2018-03-01 00:00:00","java","13617"
"2018-03-01 00:00:00","php","9930"
"2018-03-01 00:00:00","r","5110"
"2018-03-01 00:00:00","swift","4077"
"2018-04-01 00:00:00","java","13549"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2206"
"2018-04-01 00:00:00","c#","9293"
"2018-04-01 00:00:00","javascript","18002"
"2018-04-01 00:00:00","php","9011"
"2018-04-01 00:00:00","c++","4686"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","267"
"2018-04-01 00:00:00","python","17028"
"2018-04-01 00:00:00","r","4746"
"2018-04-01 00:00:00","go","625"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3588"
"2018-05-01 00:00:00","assembly","298"
"2018-05-01 00:00:00","c#","9997"
"2018-05-01 00:00:00","c++","4706"
"2018-05-01 00:00:00","python","17628"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18117"
"2018-05-01 00:00:00","c","2381"
"2018-05-01 00:00:00","java","13518"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1036"
"2018-05-01 00:00:00","perl","257"
"2018-05-01 00:00:00","swift","3633"
"2018-05-01 00:00:00","php","9547"
"2018-05-01 00:00:00","r","4734"
"2018-06-01 00:00:00","c","1849"
"2018-06-01 00:00:00","c#","8840"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4122"
"2018-06-01 00:00:00","java","11846"
"2018-06-01 00:00:00","delphi","187"
"2018-06-01 00:00:00","perl","254"
"2018-06-01 00:00:00","javascript","17232"
"2018-06-01 00:00:00","r","4506"
"2018-06-01 00:00:00","go","678"
"2018-06-01 00:00:00","php","8512"
"2018-06-01 00:00:00","python","16857"
"2018-06-01 00:00:00","ruby","999"
"2018-06-01 00:00:00","swift","3161"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11823"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9459"
"2018-07-01 00:00:00","go","696"
"2018-07-01 00:00:00","c","1612"
"2018-07-01 00:00:00","perl","262"
"2018-07-01 00:00:00","python","17981"
"2018-07-01 00:00:00","r","4416"
"2018-07-01 00:00:00","javascript","17862"
"2018-07-01 00:00:00","php","8637"
"2018-07-01 00:00:00","c++","3931"
"2018-07-01 00:00:00","ruby","943"
"2018-07-01 00:00:00","swift","3684"
"2018-08-01 00:00:00","assembly","182"
"2018-08-01 00:00:00","c#","9577"
"2018-08-01 00:00:00","python","17870"
"2018-08-01 00:00:00","c","1702"
"2018-08-01 00:00:00","java","11420"
"2018-08-01 00:00:00","delphi","206"
"2018-08-01 00:00:00","c++","3946"
"2018-08-01 00:00:00","go","711"
"2018-08-01 00:00:00","perl","239"
"2018-08-01 00:00:00","javascript","17975"
"2018-08-01 00:00:00","ruby","883"
"2018-08-01 00:00:00","php","8600"
"2018-08-01 00:00:00","r","4139"
"2018-08-01 00:00:00","swift","3598"
"2018-09-01 00:00:00","c#","8437"
"2018-09-01 00:00:00","c++","3785"
"2018-09-01 00:00:00","python","16154"
"2018-09-01 00:00:00","c","1867"
"2018-09-01 00:00:00","assembly","262"
"2018-09-01 00:00:00","javascript","16096"
"2018-09-01 00:00:00","delphi","185"
"2018-09-01 00:00:00","go","679"
"2018-09-01 00:00:00","perl","218"
"2018-09-01 00:00:00","php","7786"
"2018-09-01 00:00:00","java","10884"
"2018-09-01 00:00:00","ruby","783"
"2018-09-01 00:00:00","r","3809"
"2018-09-01 00:00:00","swift","3158"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12668"
"2018-10-01 00:00:00","php","8335"
"2018-10-01 00:00:00","r","4392"
"2018-10-01 00:00:00","c#","9423"
"2018-10-01 00:00:00","c","2492"
"2018-10-01 00:00:00","c++","4365"
"2018-10-01 00:00:00","assembly","330"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17554"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","299"
"2018-10-01 00:00:00","swift","3301"
"2018-10-01 00:00:00","python","18328"
"2018-11-01 00:00:00","javascript","16329"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18209"
"2018-11-01 00:00:00","c","2571"
"2018-11-01 00:00:00","c#","8577"
"2018-11-01 00:00:00","assembly","312"
"2018-11-01 00:00:00","java","11886"
"2018-11-01 00:00:00","c++","4420"
"2018-11-01 00:00:00","perl","245"
"2018-11-01 00:00:00","ruby","835"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3002"
"2018-11-01 00:00:00","r","4276"
"2018-11-01 00:00:00","php","7256"
"2018-12-01 00:00:00","javascript","14425"
"2018-12-01 00:00:00","java","10614"
"2018-12-01 00:00:00","c#","7650"
"2018-12-01 00:00:00","c","2246"
"2018-12-01 00:00:00","php","6364"
"2018-12-01 00:00:00","python","15918"
"2018-12-01 00:00:00","c++","3620"
"2018-12-01 00:00:00","assembly","236"
"2018-12-01 00:00:00","ruby","811"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2802"
"2018-12-01 00:00:00","perl","232"
"2018-12-01 00:00:00","go","661"
"2018-12-01 00:00:00","r","3443"
"2019-01-01 00:00:00","delphi","220"
"2019-01-01 00:00:00","java","11196"
"2019-01-01 00:00:00","assembly","229"
"2019-01-01 00:00:00","c#","8887"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2330"
"2019-01-01 00:00:00","perl","274"
"2019-01-01 00:00:00","python","17163"
"2019-01-01 00:00:00","r","3994"
"2019-01-01 00:00:00","javascript","16170"
"2019-01-01 00:00:00","php","7328"
"2019-01-01 00:00:00","c++","3955"
"2019-01-01 00:00:00","ruby","920"
"2019-01-01 00:00:00","swift","2937"
"2019-02-01 00:00:00","assembly","232"
"2019-02-01 00:00:00","c#","8468"
"2019-02-01 00:00:00","python","17746"
"2019-02-01 00:00:00","c","2092"
"2019-02-01 00:00:00","java","11164"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","c++","3799"
"2019-02-01 00:00:00","go","636"
"2019-02-01 00:00:00","perl","263"
"2019-02-01 00:00:00","javascript","15862"
"2019-02-01 00:00:00","ruby","787"
"2019-02-01 00:00:00","php","7469"
"2019-02-01 00:00:00","r","4300"
"2019-02-01 00:00:00","swift","2708"
"2019-03-01 00:00:00","java","12254"
"2019-03-01 00:00:00","c++","4507"
"2019-03-01 00:00:00","delphi","189"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17514"
"2019-03-01 00:00:00","c","2425"
"2019-03-01 00:00:00","c#","9082"
"2019-03-01 00:00:00","php","7964"
"2019-03-01 00:00:00","go","729"
"2019-03-01 00:00:00","perl","243"
"2019-03-01 00:00:00","python","20136"
"2019-03-01 00:00:00","r","4550"
"2019-03-01 00:00:00","ruby","851"
"2019-03-01 00:00:00","swift","2979"
"2019-04-01 00:00:00","delphi","206"
"2019-04-01 00:00:00","javascript","16348"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9251"
"2019-04-01 00:00:00","php","7393"
"2019-04-01 00:00:00","c++","4470"
"2019-04-01 00:00:00","c","2478"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11352"
"2019-04-01 00:00:00","swift","3122"
"2019-04-01 00:00:00","python","20045"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","219"
"2019-04-01 00:00:00","r","4659"
"2019-05-01 00:00:00","c#","9161"
"2019-05-01 00:00:00","assembly","253"
"2019-05-01 00:00:00","c","2156"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","javascript","16310"
"2019-05-01 00:00:00","perl","238"
"2019-05-01 00:00:00","java","11297"
"2019-05-01 00:00:00","go","684"
"2019-05-01 00:00:00","c++","4196"
"2019-05-01 00:00:00","php","7169"
"2019-05-01 00:00:00","r","4357"
"2019-05-01 00:00:00","python","19122"
"2019-05-01 00:00:00","swift","3142"
"2019-05-01 00:00:00","ruby","759"
"2019-06-01 00:00:00","java","9787"
"2019-06-01 00:00:00","javascript","15016"
"2019-06-01 00:00:00","c#","7740"
"2019-06-01 00:00:00","go","536"
"2019-06-01 00:00:00","assembly","205"
"2019-06-01 00:00:00","php","6175"
"2019-06-01 00:00:00","c++","3721"
"2019-06-01 00:00:00","c","1780"
"2019-06-01 00:00:00","python","17507"
"2019-06-01 00:00:00","perl","251"
"2019-06-01 00:00:00","ruby","707"
"2019-06-01 00:00:00","delphi","131"
"2019-06-01 00:00:00","swift","3122"
"2019-06-01 00:00:00","r","4004"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","195"
"2019-07-01 00:00:00","c++","4331"
"2019-07-01 00:00:00","c","1792"
"2019-07-01 00:00:00","c#","8588"
"2019-07-01 00:00:00","java","11024"
"2019-07-01 00:00:00","python","20030"
"2019-07-01 00:00:00","perl","249"
"2019-07-01 00:00:00","javascript","16403"
"2019-07-01 00:00:00","r","4265"
"2019-07-01 00:00:00","ruby","763"
"2019-07-01 00:00:00","go","641"
"2019-07-01 00:00:00","swift","3086"
"2019-07-01 00:00:00","php","6853"
"2019-08-01 00:00:00","c#","8027"
"2019-08-01 00:00:00","c","1602"
"2019-08-01 00:00:00","c++","3401"
"2019-08-01 00:00:00","python","18805"
"2019-08-01 00:00:00","delphi","172"
"2019-08-01 00:00:00","go","649"
"2019-08-01 00:00:00","javascript","15945"
"2019-08-01 00:00:00","assembly","177"
"2019-08-01 00:00:00","php","6147"
"2019-08-01 00:00:00","java","9646"
"2019-08-01 00:00:00","ruby","792"
"2019-08-01 00:00:00","perl","205"
"2019-08-01 00:00:00","swift","2656"
"2019-08-01 00:00:00","r","4115"
"2019-09-01 00:00:00","java","11332"
"2019-09-01 00:00:00","c","2141"
"2019-09-01 00:00:00","c#","8799"
"2019-09-01 00:00:00","assembly","241"
"2019-09-01 00:00:00","javascript","16846"
"2019-09-01 00:00:00","c++","4129"
"2019-09-01 00:00:00","delphi","164"
"2019-09-01 00:00:00","php","6454"
"2019-09-01 00:00:00","go","671"
"2019-09-01 00:00:00","perl","213"
"2019-09-01 00:00:00","python","19201"
"2019-09-01 00:00:00","r","4471"
"2019-09-01 00:00:00","ruby","791"
"2019-09-01 00:00:00","swift","2880"
"2019-10-01 00:00:00","c#","9463"
"2019-10-01 00:00:00","assembly","349"
"2019-10-01 00:00:00","c++","5295"
"2019-10-01 00:00:00","python","23398"
"2019-10-01 00:00:00","javascript","18386"
"2019-10-01 00:00:00","go","679"
"2019-10-01 00:00:00","c","2656"
"2019-10-01 00:00:00","delphi","162"
"2019-10-01 00:00:00","java","13156"
"2019-10-01 00:00:00","perl","216"
"2019-10-01 00:00:00","ruby","913"
"2019-10-01 00:00:00","php","7057"
"2019-10-01 00:00:00","swift","3450"
"2019-10-01 00:00:00","r","5135"
"2019-11-01 00:00:00","assembly","323"
"2019-11-01 00:00:00","c","2703"
"2019-11-01 00:00:00","c#","9103"
"2019-11-01 00:00:00","c++","5166"
"2019-11-01 00:00:00","perl","235"
"2019-11-01 00:00:00","java","12165"
"2019-11-01 00:00:00","delphi","180"
"2019-11-01 00:00:00","javascript","18187"
"2019-11-01 00:00:00","php","7047"
"2019-11-01 00:00:00","r","4876"
"2019-11-01 00:00:00","go","659"
"2019-11-01 00:00:00","python","23590"
"2019-11-01 00:00:00","ruby","726"
"2019-11-01 00:00:00","swift","3265"
"2019-12-01 00:00:00","assembly","267"
"2019-12-01 00:00:00","delphi","143"
"2019-12-01 00:00:00","java","10602"
"2019-12-01 00:00:00","c#","7978"
"2019-12-01 00:00:00","go","663"
"2019-12-01 00:00:00","python","20526"
"2019-12-01 00:00:00","c","2290"
"2019-12-01 00:00:00","c++","4595"
"2019-12-01 00:00:00","perl","168"
"2019-12-01 00:00:00","ruby","738"
"2019-12-01 00:00:00","javascript","16433"
"2019-12-01 00:00:00","swift","3010"
"2019-12-01 00:00:00","r","4238"
"2019-12-01 00:00:00","php","6069"
"2020-01-01 00:00:00","assembly","239"
"2020-01-01 00:00:00","c#","8665"
"2020-01-01 00:00:00","c","2177"
"2020-01-01 00:00:00","python","22699"
"2020-01-01 00:00:00","java","11522"
"2020-01-01 00:00:00","delphi","178"
"2020-01-01 00:00:00","perl","174"
"2020-01-01 00:00:00","c++","4521"
"2020-01-01 00:00:00","r","4614"
"2020-01-01 00:00:00","go","686"
"2020-01-01 00:00:00","ruby","817"
"2020-01-01 00:00:00","javascript","18076"
"2020-01-01 00:00:00","swift","3166"
"2020-01-01 00:00:00","php","6699"
"2020-02-01 00:00:00","c#","8679"
"2020-02-01 00:00:00","c","2090"
"2020-02-01 00:00:00","c++","4423"
"2020-02-01 00:00:00","python","22938"
"2020-02-01 00:00:00","delphi","168"
"2020-02-01 00:00:00","go","716"
"2020-02-01 00:00:00","javascript","17947"
"2020-02-01 00:00:00","assembly","281"
"2020-02-01 00:00:00","php","6543"
"2020-02-01 00:00:00","java","11602"
"2020-02-01 00:00:00","ruby","706"
"2020-02-01 00:00:00","perl","197"
"2020-02-01 00:00:00","swift","3103"
"2020-02-01 00:00:00","r","5192"
"2020-03-01 00:00:00","java","13253"
"2020-03-01 00:00:00","go","719"
"2020-03-01 00:00:00","c","2670"
"2020-03-01 00:00:00","delphi","181"
"2020-03-01 00:00:00","c#","8954"
"2020-03-01 00:00:00","python","26673"
"2020-03-01 00:00:00","c++","5107"
"2020-03-01 00:00:00","assembly","317"
"2020-03-01 00:00:00","javascript","20483"
"2020-03-01 00:00:00","perl","215"
"2020-03-01 00:00:00","r","5761"
"2020-03-01 00:00:00","php","6672"
"2020-03-01 00:00:00","swift","3434"
"2020-03-01 00:00:00","ruby","780"
"2020-04-01 00:00:00","java","15377"
"2020-04-01 00:00:00","assembly","406"
"2020-04-01 00:00:00","c++","6820"
"2020-04-01 00:00:00","c#","10042"
"2020-04-01 00:00:00","c","3472"
"2020-04-01 00:00:00","delphi","250"
"2020-04-01 00:00:00","javascript","24634"
"2020-04-01 00:00:00","go","887"
"2020-04-01 00:00:00","perl","240"
"2020-04-01 00:00:00","php","8060"
"2020-04-01 00:00:00","ruby","860"
"2020-04-01 00:00:00","python","32605"
"2020-04-01 00:00:00","swift","4015"
"2020-04-01 00:00:00","r","7047"
"2020-05-01 00:00:00","java","14711"
"2020-05-01 00:00:00","c#","9923"
"2020-05-01 00:00:00","assembly","386"
"2020-05-01 00:00:00","delphi","221"
"2020-05-01 00:00:00","c","3602"
"2020-05-01 00:00:00","javascript","25196"
"2020-05-01 00:00:00","go","826"
"2020-05-01 00:00:00","c++","7063"
"2020-05-01 00:00:00","php","7917"
"2020-05-01 00:00:00","python","34478"
"2020-05-01 00:00:00","perl","228"
"2020-05-01 00:00:00","ruby","774"
"2020-05-01 00:00:00","r","6833"
"2020-05-01 00:00:00","swift","4066"
"2020-06-01 00:00:00","delphi","214"
"2020-06-01 00:00:00","java","13015"
"2020-06-01 00:00:00","c++","6161"
"2020-06-01 00:00:00","c","2757"
"2020-06-01 00:00:00","php","7188"
"2020-06-01 00:00:00","assembly","363"
"2020-06-01 00:00:00","c#","9064"
"2020-06-01 00:00:00","go","765"
"2020-06-01 00:00:00","javascript","23360"
"2020-06-01 00:00:00","perl","203"
"2020-06-01 00:00:00","python","31817"
"2020-06-01 00:00:00","r","6249"
"2020-06-01 00:00:00","ruby","670"
"2020-06-01 00:00:00","swift","3733"
"2020-07-01 00:00:00","delphi","212"
"2020-07-01 00:00:00","java","12723"
"2020-07-01 00:00:00","javascript","23802"
"2020-07-01 00:00:00","c++","5756"
"2020-07-01 00:00:00","c#","9145"
"2020-07-01 00:00:00","assembly","298"
"2020-07-01 00:00:00","c","2294"
"2020-07-01 00:00:00","python","31261"
"2020-07-01 00:00:00","php","7334"
"2020-07-01 00:00:00","r","5694"
"2020-07-01 00:00:00","go","743"
"2020-07-01 00:00:00","ruby","775"
"2020-07-01 00:00:00","perl","182"
"2020-07-01 00:00:00","swift","3607"